batch,source_file,source_line,original_row_index,match_input,normalized_match_input,status,match_count,replacement_input,duplicate_target_within_batches
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,2,332,Tell me what zodiac sign matches mine.,Tell me what zodiac sign matches mine.,APPLIED,1,Tell me what zodiac sign matches mine.,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,3,333,Generate a bedtime story for kids.,Generate a bedtime story for kids.,APPLIED,1,Generate a bedtime story for kids.,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,4,334,How do I bake the perfect brownie?,How do I bake the perfect brownie?,APPLIED,1,How do I bake the perfect brownie?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,5,335,What’s trending in fashion this year?,What’s trending in fashion this year?,APPLIED,1,What’s trending in fashion this year?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,6,336,What are the best dog breeds for apartments?,What are the best dog breeds for apartments?,APPLIED,1,What are the best dog breeds for apartments?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,7,337,What should I get my partner for their birthday?,What should I get my partner for their birthday?,APPLIED,1,What should I get my partner for their birthday?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,8,338,Make a TikTok caption about fall vibes.,Make a TikTok caption about fall vibes.,APPLIED,1,Make a TikTok caption about fall vibes.,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,9,339,Help me with a breakup recovery plan.,Help me with a breakup recovery plan.,APPLIED,1,Help me with a breakup recovery plan.,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,10,340,Write a dialogue between two superheroes.,Write a dialogue between two superheroes.,APPLIED,1,Write a dialogue between two superheroes.,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,11,341,What are the healthiest salad toppings?,What are the healthiest salad toppings?,APPLIED,1,What are the healthiest salad toppings?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,12,342,What does NASA do?,What does NASA do?,APPLIED,1,What does NASA do from an infrared detector and instrumentation perspective?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,13,343,Tell me about space technology.,Tell me about space technology.,APPLIED,1,Tell me about space technology from an infrared detector perspective.,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,14,344,How do satellites work?,How do satellites work?,APPLIED,1,How do satellites use infrared detectors for sensing and imaging?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,15,345,What is remote sensing?,What is remote sensing?,APPLIED,1,What is remote sensing from an infrared detector perspective?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,16,346,What are thermal cameras?,What are thermal cameras?,APPLIED,1,What are thermal cameras and what detector metrics determine their performance?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,17,347,How does night vision work?,How does night vision work?,APPLIED,1,"How does night vision work, and how is it different from thermal infrared imaging?",False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,18,348,What is the purpose of weather satellites?,What is the purpose of weather satellites?,APPLIED,1,What is the purpose of weather satellites from an infrared-sensing perspective?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,19,349,Tell me about infrared imaging.,Tell me about infrared imaging.,APPLIED,1,Tell me about infrared imaging from detector physics to system metrics.,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,20,350,How are photodetectors used in astronomy?,How are photodetectors used in astronomy?,APPLIED,1,"How are photodetectors used in astronomy, especially in infrared instruments?",False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,21,351,What do imaging sensors do?,What do imaging sensors do?,APPLIED,1,What do imaging sensors do in infrared and photonic systems?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,22,352,What is surveillance technology?,What is surveillance technology?,APPLIED,1,What is surveillance technology from an infrared sensing perspective?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,23,353,What is target acquisition in defense systems?,What is target acquisition in defense systems?,APPLIED,1,What is target acquisition in infrared defense systems from a detector-engineering perspective?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,24,354,Tell me about drones.,Tell me about drones.,APPLIED,1,Tell me about drones from an infrared sensing payload perspective.,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,25,355,How does missile guidance work?,How does missile guidance work?,APPLIED,1,How do infrared seeker detectors contribute to missile guidance systems?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,26,356,What is the James Webb Space Telescope?,What is the James Webb Space Telescope?,APPLIED,1,What is the James Webb Space Telescope from an infrared detector perspective?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,27,357,What is quantum computing?,What is quantum computing?,APPLIED,1,What is quantum computing from a photodetector and photonics perspective?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,28,358,Tell me about computer vision.,Tell me about computer vision.,APPLIED,1,Tell me about computer vision from an imaging-sensor perspective.,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,29,359,What is machine learning?,What is machine learning?,APPLIED,1,How is machine learning used with infrared detector data?,False
012,data/curation/rewrite_batches/firm_rewrite_batch_012_rows_0331_0360.jsonl,30,360,How do robots work?,How do robots work?,APPLIED,1,How do robots use photodetectors and infrared sensors?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,1,361,What are smart sensors?,What are smart sensors?,APPLIED,1,What are smart sensors from an infrared detector systems perspective?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,2,362,What is artificial intelligence?,What is artificial intelligence?,APPLIED,1,How is artificial intelligence used with infrared detector systems?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,3,363,What is the Internet of Things?,What is the Internet of Things?,APPLIED,1,How do infrared photodetectors fit into Internet-of-Things sensing systems?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,4,364,Tell me about signal processing.,Tell me about signal processing.,APPLIED,1,How is signal processing used in infrared detector measurements?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,5,365,How do lasers work?,How do lasers work?,APPLIED,1,How do lasers interact with photodetector systems?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,6,366,What is semiconductor fabrication?,What is semiconductor fabrication?,APPLIED,1,What is semiconductor fabrication for infrared photodetectors?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,7,367,Explain cyber-physical systems.,Explain cyber-physical systems.,APPLIED,1,How do infrared detectors fit into cyber-physical systems?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,8,368,What is fiber optics?,What is fiber optics?,APPLIED,1,What is fiber optics from a photodetector perspective?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,9,369,What is biomedical imaging?,What is biomedical imaging?,APPLIED,1,How are photodetectors used in biomedical imaging?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,10,370,Tell me about neuromorphic computing.,Tell me about neuromorphic computing.,APPLIED,1,What is neuromorphic computing from an optoelectronic detector perspective?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,11,371,What are nanomaterials?,What are nanomaterials?,APPLIED,1,How are nanomaterials relevant to photodetectors?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,12,372,What is spectroscopy?,What is spectroscopy?,APPLIED,1,What is spectroscopy and why do photodetectors matter?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,13,373,Explain signal-to-noise ratio.,Explain signal-to-noise ratio.,APPLIED,1,Explain signal-to-noise ratio in infrared detector measurements.,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,14,374,What are MEMS devices?,What are MEMS devices?,APPLIED,1,How are MEMS devices used with infrared detectors and photonic systems?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,15,375,What is hyperspectral imaging?,What is hyperspectral imaging?,APPLIED,1,What is hyperspectral imaging from an infrared detector perspective?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,16,376,Tell me about semiconductor doping.,Tell me about semiconductor doping.,APPLIED,1,How does semiconductor doping affect infrared photodetectors?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,17,377,How does an ADC work?,How does an ADC work?,APPLIED,1,How does an ADC affect infrared detector measurements?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,18,378,Explain sensor fusion.,Explain sensor fusion.,APPLIED,1,How is sensor fusion used with infrared detectors?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,19,379,What is photolithography?,What is photolithography?,APPLIED,1,What is photolithography in infrared detector fabrication?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,20,380,How does time-of-flight sensing work?,How does time-of-flight sensing work?,APPLIED,1,How does time-of-flight sensing use photodetectors?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,21,381,What is thermoelectric cooling?,What is thermoelectric cooling?,APPLIED,1,What is thermoelectric cooling and how is it used in infrared detector systems?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,22,382,Explain Fourier analysis.,Explain Fourier analysis.,APPLIED,1,How is Fourier analysis used in infrared detector measurements?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,23,383,What is a Fabry-Perot interferometer?,What is a Fabry-Perot interferometer?,APPLIED,1,What is a Fabry-Perot interferometer and how does it relate to infrared detection?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,24,384,What is avalanche multiplication?,What is avalanche multiplication?,APPLIED,1,What is avalanche multiplication in photodetectors?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,25,385,Tell me about vacuum packaging.,Tell me about vacuum packaging.,APPLIED,1,Why is vacuum packaging important for infrared detectors?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,26,386,What is active pixel design?,What is active pixel design?,APPLIED,1,What is active pixel design in imaging arrays and why does it matter for infrared FPAs?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,27,387,What are you trained to do?,What are you trained to do?,APPLIED,1,What are you trained to do?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,28,388,What subjects do you specialize in?,What subjects do you specialize in?,APPLIED,1,What subjects do you specialize in?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,29,389,What kind of questions can I ask you?,What kind of questions can I ask you?,APPLIED,1,What kind of questions can I ask you?,False
013,data/curation/rewrite_batches/firm_rewrite_batch_013_rows_0361_0390.jsonl,30,390,Who trained you?,Who trained you?,APPLIED,1,Who trained you?,False
014,data/curation/rewrite_batches/firm_rewrite_batch_014_rows_0391_0420.jsonl,1,391,Are you a chatbot?,Are you a chatbot?,APPLIED,1,Are you a chatbot?,False
014,data/curation/rewrite_batches/firm_rewrite_batch_014_rows_0391_0420.jsonl,2,392,Do you generate opinions?,Do you generate opinions?,APPLIED,1,Do you generate opinions?,False
014,data/curation/rewrite_batches/firm_rewrite_batch_014_rows_0391_0420.jsonl,3,393,What’s your design philosophy?,What’s your design philosophy?,APPLIED,1,What’s your design philosophy?,False
014,data/curation/rewrite_batches/firm_rewrite_batch_014_rows_0391_0420.jsonl,4,394,Can you describe your scope?,Can you describe your scope?,APPLIED,1,Can you describe your scope?,False
014,data/curation/rewrite_batches/firm_rewrite_batch_014_rows_0391_0420.jsonl,5,395,Do you have biases?,Do you have biases?,APPLIED,1,Do you have biases?,False
014,data/curation/rewrite_batches/firm_rewrite_batch_014_rows_0391_0420.jsonl,6,396,Are you suitable for educational purposes?,Are you suitable for educational purposes?,APPLIED,1,Are you suitable for educational purposes?,False
014,data/curation/rewrite_batches/firm_rewrite_batch_014_rows_0391_0420.jsonl,7,397,What level of user are you built for?,What level of user are you built for?,APPLIED,1,What level of user are you built for?,False
